Player,Team,Affiliation,Year,Round Number,Round Pick,Overall Pick
Nick Werkman,Boston Celtics,Seton Hall,1964,5,9,43
Tom Lavelle,New York Knicks,Western Carolina,1964,6,1,44
Larry Phillips,Detroit Pistons,Rice,1964,6,2,45
Bobby Joe Edmonds,Baltimore Bullets,Tennessee State,1964,6,3,46
Ricky Kaminsky,Philadelphia 76ers,Yale,1964,6,4,47
Troy Collier,Los Angeles Lakers,Utah State,1964,6,5,48
Ernest Brock,St. Louis Hawks,Virginia State,1964,6,6,49
Ray Carey,San Francisco Warriors,Missouri,1964,6,7,50
Al Thresher,Cincinnati Royals,Wittenberg,1964,6,8,51
Levern Tart,Boston Celtics,Bradley,1964,6,9,52
Emmette Bryant ,New York Knicks,DePaul,1964,7,1,53
Jerry Jackson,Detroit Pistons,Ohio,1964,7,2,54
Ron Miller,Baltimore Bullets,Loyola-Chicago,1964,7,3,55
Gordon Hatton,Philadelphia 76ers,Dayton,1964,7,4,56
Steve Anstett,Los Angeles Lakers,Portland,1964,7,5,57
Maurice McHartley,St. Louis Hawks,North Carolina A&T,1964,7,6,58
David Lee,San Francisco Warriors,San Francisco,1964,7,7,59
Vic Rouse,Cincinnati Royals,Loyola-Chicago,1964,7,8,60
Rich Falk,Boston Celtics,Northwestern,1964,7,9,61
Jim Boutin,New York Knicks,Lewis & Clark,1964,8,1,62
Ralph Telken,Detroit Pistons,Rockhurst,1964,8,2,63
Danny Schultz,Baltimore Bullets,Tennessee,1964,8,3,64
Bob Pelkington,Philadelphia 76ers,Xavier,1964,8,4,65
Jay Buckley,Los Angeles Lakers,Duke,1964,8,5,66
Kendall Rhine,St. Louis Hawks,Rice,1964,8,6,67
Bob Garibaldi,San Francisco Warriors,Santa Clara,1964,8,7,68
Joe Gieger,Cincinnati Royals,Xavier,1964,8,8,69
Jeff Blue,Boston Celtics,Butler,1964,8,9,70
Jack Brens,New York Knicks,Wisconsin,1964,9,1,71
Tom Black ,Baltimore Bullets,South Dakota State,1964,9,2,72
Jim Brennan,Philadelphia 76ers,Clemson,1964,9,3,73
Darel Carrier,St. Louis Hawks,Western Kentucky,1964,9,4,74
Camden Wail,San Francisco Warriors,California,1964,9,5,75
Scotty Pierce,Cincinnati Royals,West Texas A&M,1964,9,6,76
Charles Kelley,Boston Celtics,West Virginia Tech,1964,9,7,77
Jim Christy,New York Knicks,Georgetown,1964,10,1,78
Bill Kusleika,Baltimore Bullets,Tulsa,1964,10,2,79
Wally Briggs,Philadelphia 76ers,North Carolina A&T,1964,10,3,80
Frank Stephens,St. Louis Hawks,Virginia State,1964,10,4,81
Jeff Cartwright,San Francisco Warriors,Chapman,1964,10,5,82
Bob Neumann,Cincinnati Royals,Memphis,1964,10,6,83
Duane Corribeau,Boston Celtics,Clark (MA),1964,10,7,84
Dennis Lynch,New York Knicks,Yale,1964,11,1,85
Fred Glover,Baltimore Bullets,Winston-Salem State,1964,11,2,86
Thomas Lowry,Philadelphia 76ers,West Virginia,1964,11,3,87
Gerald Govan,St. Louis Hawks,St. Mary of the Plains,1964,11,4,88
Jim Reynolds,Cincinnati Royals,Abilene Christian,1964,11,5,89
Frank Kamiaski,Baltimore Bullets,Randolph-Macon,1964,12,1,90
Julius Myers,Philadelphia 76ers,Morris Brown,1964,12,2,91
Warren Sutton,St. Louis Hawks,Sir George Williams (CAN),1964,12,3,92
Fred Jones,Cincinnati Royals,Youngstown State,1964,12,4,93
Doug Moon,Baltimore Bullets,Utah,1964,13,1,94
Cecil Tuttle,St. Louis Hawks,Georgetown (KY),1964,13,2,95
Pete Gent,Baltimore Bullets,Michigan State,1964,14,1,96
Bill Blair,St. Louis Hawks,Virginia Military Institute,1964,14,2,97
Sandy Williams,Baltimore Bullets,Saint Francis (PA),1964,15,1,98
Al Cech,St. Louis Hawks,Detroit Mercy,1964,15,2,99
George Wilson ,Cincinnati Royals,Cincinnati,1964,0,0,0
Walt Hazzard ,Los Angeles Lakers,California-Los Angeles,1964,0,0,0
Art Heyman ,New York Knicks,Duke,1963,1,1,1
Rod Thorn ,Baltimore Bullets,West Virginia,1963,1,2,2
Nate Thurmond ,San Francisco Warriors,Bowling Green,1963,1,3,3
Eddie Miles ,Detroit Pistons,Seattle,1963,1,4,4
Gerry Ward ,St. Louis Hawks,Boston College,1963,1,5,5
Tom Hoover ,Philadelphia 76ers,Villanova,1963,1,6,6
Roger Strickland ,Los Angeles Lakers,Jacksonville,1963,1,7,7
Bill Green,Boston Celtics,Colorado State,1963,1,8,8
Jerry Harkness ,New York Knicks,Loyola-Chicago,1963,2,1,9
Gus Johnson ,Baltimore Bullets,Idaho,1963,2,2,10
Gary Hill ,San Francisco Warriors,Oklahoma City,1963,2,3,11
Jerry Smith,Detroit Pistons,Furman,1963,2,4,12
Jim King ,Los Angeles Lakers,Tulsa,1963,2,5,13
Leland Mitchell,St. Louis Hawks,Mississippi State,1963,2,6,14
Hershell West,Philadelphia 76ers,Grambling,1963,2,7,15
Mel Gibson ,Los Angeles Lakers,Western Carolina,1963,2,8,16
Ken Saylors,St. Louis Hawks,Arkansas Tech,1963,2,9,17
Bill O'Connor,New York Knicks,Canisius,1963,3,1,18
Tom Bolyard,Baltimore Bullets,Indiana,1963,3,2,19
Steve Gray,San Francisco Warriors,St. Mary's (CA),1963,3,3,20
Mike McCoy,Detroit Pistons,Miami (FL),1963,3,4,21
Jimmy Rayl,Cincinnati Royals,Indiana,1963,3,5,22
Bill Burwell,St. Louis Hawks,Illinois,1963,3,6,23
Jerry Greenspan ,Philadelphia 76ers,Maryland,1963,3,7,24
Lyle Harger,Los Angeles Lakers,Houston,1963,3,8,25
Chuck Kriston,Boston Celtics,Valparaiso,1963,3,9,26
Nate Cloud,New York Knicks,Delaware,1963,4,1,27
Nolen Ellison,Baltimore Bullets,Kansas,1963,4,2,28
Dave Downey,San Francisco Warriors,Illinois,1963,4,3,29
Dave Erickson,Detroit Pistons,Marquette,1963,4,4,30
Ken Charlton,Cincinnati Royals,Colorado,1963,4,5,31
Waite Bellamy,St. Louis Hawks,Florida A&M,1963,4,6,32
Ray Flynn,Philadelphia 76ers,Providence,1963,4,7,33
Layton Johns,Los Angeles Lakers,Auburn,1963,4,8,34
Connie McGuire,Boston Celtics,Southeastern Oklahoma State,1963,4,9,35
Joe McDermott,New York Knicks,Belmont Abbey,1963,5,1,36
Ron Glaser,Baltimore Bullets,Marquette,1963,5,2,37
Don Turner,San Francisco Warriors,Southwestern (KS),1963,5,3,38
Bill Small,Detroit Pistons,Illinois,1963,5,4,39
Mac Herndon,Cincinnati Royals,Bradley,1963,5,5,40
Tony Yates,St. Louis Hawks,Cincinnati,1963,5,6,41
Tony Cerkvenik,Philadelphia 76ers,Arizona State,1963,5,7,42
Larry Jones ,Los Angeles Lakers,Toledo,1963,5,8,43
W. D. Stroud,Boston Celtics,Mississippi State,1963,5,9,44
Jim Kerwin,New York Knicks,Tulane,1963,6,1,45
Ken Siebel,Baltimore Bullets,Wisconsin,1963,6,2,46
Gene Shields,San Francisco Warriors,Santa Clara,1963,6,3,47
Reggie Harding ,Detroit Pistons,Eastern,1963,6,4,48
Jim McCormack,Cincinnati Royals,West Virginia,1963,6,5,49
Al Santio,St. Louis Hawks,Maryland,1963,6,6,50
Vince Brewer,Philadelphia 76ers,Iowa State,1963,6,7,51
Warren Salade,Los Angeles Lakers,Westminster (PA),1963,6,8,52
Vinnie Ernst,Boston Celtics,Providence,1963,6,9,53
Bob Woolard,New York Knicks,Wake Forest,1963,7,1,54
Larry Brown,Baltimore Bullets,North Carolina,1963,7,2,55
Don Clemetson,San Francisco Warriors,Stanford,1963,7,3,56
Ira Harge,Detroit Pistons,New Mexico,1963,7,4,57
Hunter Beckman,Cincinnati Royals,Memphis,1963,7,5,58
Ken Rohloff ,St. Louis Hawks,North Carolina State,1963,7,6,59
Bill Brown,Philadelphia 76ers,Howard Payne,1963,7,7,60
Gordie Martin,Los Angeles Lakers,Southern California,1963,7,8,61
Herb Magee,Boston Celtics,Philadelphia University,1963,7,9,62
Freddie Crawford ,New York Knicks,St. Bonaventure,1963,8,1,63
Dick Riesback,Baltimore Bullets,Iowa State,1963,8,2,64
Harry Dinnell,San Francisco Warriors,Pepperdine,1963,8,3,65
Gary Silc,Detroit Pistons,Northern Michigan,1963,8,4,66
Harold Strothers,St. Louis Hawks,Texas A&M,1963,8,5,67
Ray Cronk,New York Knicks,Lakeland,1963,9,1,68
Ron Jackson,Baltimore Bullets,Wisconsin,1963,9,2,69
Chuck White,San Francisco Warriors,Idaho,1963,9,3,70
Ernie Durston,Detroit Pistons,Seattle,1963,9,4,71
Frank Davis,St. Louis Hawks,Oklahoma Christian,1963,9,5,72
Gerald Glur,New York Knicks,Furman,1963,10,1,73
M. C. Thompson,Baltimore Bullets,DePaul,1963,10,2,74
Carl Ritter,St. Louis Hawks,Southeast Missouri State,1963,10,3,75
Orbie Bowling,New York Knicks,Tennessee,1963,11,1,76
Marv Straw,St. Louis Hawks,Iowa State,1963,11,2,77
Bob Walter,New York Knicks,Baldwin Wallace,1963,12,1,78
Hugh Evans,St. Louis Hawks,North Carolina A&T,1963,12,2,79
Jerry Szachara,New York Knicks,Cornell,1963,13,1,80
Gordon McFarland,St. Louis Hawks,Central Missouri,1963,13,2,81
Bill Raftery,New York Knicks,La Salle,1963,14,1,82
Ron Pickett,New York Knicks,Eastern Kentucky,1963,15,1,83
Tom Thacker ,Cincinnati Royals,Cincinnati,1963,0,0,0
Bill McGill ,Chicago Zephyrs,Utah,1962,1,1,1
Paul Hogue ,New York Knicks,Cincinnati,1962,1,2,2
Zelmo Beaty ,St. Louis Hawks,Prairie View A&M,1962,1,3,3
Len Chappell ,Syracuse Nationals,Wake Forest,1962,1,4,4
Wayne Hightower ,San Francisco Warriors,Kansas,1962,1,5,5
Leroy Ellis ,Los Angeles Lakers,St. John's (NY),1962,1,6,6
John Havlicek ,Boston Celtics,Ohio State,1962,1,7,7
Terry Dischinger ,Chicago Zephyrs,Purdue,1962,2,1,8
John Rudometkin ,New York Knicks,Southern California,1962,2,2,9
Bob Duffy ,St. Louis Hawks,Colgate,1962,2,3,10
Kevin Loughery ,Detroit Pistons,St. John's (NY),1962,2,4,11
Chet Walker ,Syracuse Nationals,Bradley,1962,2,5,12
Enoch Olsen ,Cincinnati Royals,Louisville,1962,2,6,13
Hubie White ,San Francisco Warriors,Villanova,1962,2,7,14
Gene Wiley ,Los Angeles Lakers,Wichita State,1962,2,8,15
Jack Foley ,Boston Celtics,Holy Cross,1962,2,9,16
Don Nelson ,Chicago Zephyrs,Iowa,1962,3,1,17
Bobby Rascoe,New York Knicks,Western Kentucky,1962,3,2,18
Charlie Hardnett ,St. Louis Hawks,Grambling,1962,3,3,19
Harold Hudgens,Detroit Pistons,Texas Tech,1962,3,4,20
Porter Meriwether ,Syracuse Nationals,Tennessee State,1962,3,5,21
Chris Appel,Cincinnati Royals,Southern California,1962,3,6,22
Dave Fedor ,San Francisco Warriors,Florida State,1962,3,7,23
John Green,Los Angeles Lakers,California-Los Angeles,1962,3,8,24
Jim Hadnot,Boston Celtics,Providence,1962,3,9,25
Charles Vaughn ,St. Louis Hawks,Southern Illinois,1962,4,1,26
Cliff Luyk,New York Knicks,Florida,1962,4,2,27
Jerry Grote ,St. Louis Hawks,Loyola-Marymount,1962,4,3,28
Reggie Harding ,Detroit Pistons,Eastern,1962,4,4,29
Bob McCully,Syracuse Nationals,St. Bonaventure,1962,4,5,30
Jack Thobe,Cincinnati Royals,Xavier,1962,4,6,31
Garry Roggenburk,San Francisco Warriors,Dayton,1962,4,7,32
Jan Loudermilk,Los Angeles Lakers,Southern Methodist,1962,4,8,33
Roger Strickland ,Boston Celtics,Jacksonville,1962,4,9,34
Cornell Green,Chicago Zephyrs,Utah State,1962,5,1,35
Bob Burgess,New York Knicks,Marshall,1962,5,2,36
Tom Hatton,St. Louis Hawks,Dayton,1962,5,3,37
Lindbergh Moody,Detroit Pistons,South Carolina,1962,5,4,38
John Windsor ,Syracuse Nationals,Stanford,1962,5,5,39
Mike Wroblewski,Cincinnati Royals,Kansas State,1962,5,6,40
Jack Jackson,San Francisco Warriors,Virginia Union,1962,5,7,41
Art Whisnant,Los Angeles Lakers,South Carolina,1962,5,8,42
Gary Daniels,Boston Celtics,Citadel,1962,5,9,43
Bill Hanson,Chicago Zephyrs,Washington,1962,6,1,44
Ken Stanley,New York Knicks,Pacific,1962,6,2,45
Jay Carty ,St. Louis Hawks,Oregon State,1962,6,3,46
Ed Noe,Detroit Pistons,Morehead State,1962,6,4,47
Larry Van Eman,Syracuse Nationals,Wichita State,1962,6,5,48
Jerry Foster,Cincinnati Royals,Drake,1962,6,6,49
Jim Hudock,San Francisco Warriors,North Carolina,1962,6,7,50
Bucky Keller,Los Angeles Lakers,Virginia Tech,1962,6,8,51
Jim Hooley,Boston Celtics,Boston College,1962,6,9,52
Jack Ardon,Chicago Zephyrs,Tulane,1962,7,1,53
Richie Swartz,New York Knicks,Hofstra,1962,7,2,54
Bob McAteer,St. Louis Hawks,La Salle,1962,7,3,55
John Bradley,Detroit Pistons,Lawrence,1962,7,4,56
Bob Sharpenter,Syracuse Nationals,Georgetown,1962,7,5,57
Gary Cunningham,Cincinnati Royals,California-Los Angeles,1962,7,6,58
Howie Montgomery ,San Francisco Warriors,Texas-Pan American,1962,7,7,59
Clyde Arnold,Boston Celtics,Duquesne,1962,7,8,60
Larry Pursiful,Chicago Zephyrs,Kentucky,1962,8,1,61
Warren Fouts,New York Knicks,Oklahoma,1962,8,2,62
Terry Ball,St. Louis Hawks,Washington State,1962,8,3,63
Mike Rice,Detroit Pistons,Duquesne,1962,8,4,64
Jerry Harkness ,Syracuse Nationals,Loyola-Chicago,1962,8,5,65
Ed Bento,Cincinnati Royals,Loyola-Marymount,1962,8,6,66
Bill Kirvin,San Francisco Warriors,Xavier,1962,8,7,67
Bill Garner,Los Angeles Lakers,Portland,1962,8,8,68
Chuck Chevalier,Boston Celtics,Boston College,1962,8,9,69
Carroll Broussard,Chicago Zephyrs,Texas A&M,1962,9,1,70
Paul Benec,New York Knicks,Duquesne,1962,9,2,71
Marvin Trotman,St. Louis Hawks,Elizabeth City State,1962,9,3,72
Bill Nelson,Detroit Pistons,Hamline,1962,9,4,73
Vince Brewer,Syracuse Nationals,Iowa State,1962,9,5,74
Chris Jones,Cincinnati Royals,Carson-Newman,1962,9,6,75
Tom Kiefer,San Francisco Warriors,Saint Louis,1962,9,7,76
Bill Matson,Los Angeles Lakers,Minnesota,1962,9,8,77
Mike Cingiser,Boston Celtics,Brown,1962,9,9,78
Pete Campbell,Chicago Zephyrs,Princeton,1962,10,1,79
Ralph Richardson,New York Knicks,Eastern Kentucky,1962,10,2,80
Charlie Sells,St. Louis Hawks,Washington State,1962,10,3,81
Glenn Moore,Detroit Pistons,Oregon,1962,10,4,82
George Knighton,Cincinnati Royals,New Mexico State,1962,10,5,83
Ken McComb,San Francisco Warriors,North Carolina,1962,10,6,84
Jeff Slade ,Chicago Zephyrs,Kenyon,1962,11,1,85
Ed Mazria,New York Knicks,Pratt,1962,11,2,86
Tom Chappelle,St. Louis Hawks,Maine,1962,11,3,87
Frank Pinchback,Cincinnati Royals,Xavier,1962,11,4,88
Donnie Walsh,San Francisco Warriors,North Carolina,1962,11,5,89
Mel Nowell ,Chicago Zephyrs,Ohio State,1962,12,1,90
John Caveny,St. Louis Hawks,Le Moyne,1962,12,2,91
Charles Warren,San Francisco Warriors,Oregon,1962,12,3,92
Tom Kennedy,Chicago Zephyrs,Lewis,1962,13,1,93
Jerry Carlton,St. Louis Hawks,Arkansas,1962,13,2,94
Bob Mahland,Chicago Zephyrs,Williams,1962,14,1,95
Wilky Gilmore,St. Louis Hawks,Colorado,1962,14,2,96
Pat McKenzie,Chicago Zephyrs,Kansas State,1962,15,1,97
Dave Ricerto,St. Louis Hawks,Rhode Island,1962,15,2,98
Norman Majors,Chicago Zephyrs,Rockhurst,1962,16,1,99
Wally Roundsville,St. Louis Hawks,Caltech,1962,16,2,100
Jerry Lucas ,Cincinnati Royals,Ohio State,1962,0,0,0
Dave DeBusschere ,Detroit Pistons,Detroit Mercy,1962,0,0,0
Walt Bellamy ,Chicago Packers,Indiana,1961,1,1,1
Tom Stith ,New York Knicks,St. Bonaventure,1961,1,2,2
Larry Siegfried ,Cincinnati Royals,Ohio State,1961,1,3,3
Ray Scott ,Detroit Pistons,Portland,1961,1,4,4
Wayne Yates ,Los Angeles Lakers,Memphis,1961,1,5,5
Ben Warley ,Syracuse Nationals,Tennessee State,1961,1,6,6
Tom Meschery ,Philadelphia Warriors,St. Mary's (CA),1961,1,7,7
Cleo Hill ,St. Louis Hawks,Winston-Salem State,1961,1,8,8
Gary Phillips ,Boston Celtics,Houston,1961,1,9,9
Ronald Martin ,New York Knicks,St. Bonaventure,1961,2,1,10
Bob Wiesenhahn ,Cincinnati Royals,Cincinnati,1961,2,2,11
Johnny Egan ,Detroit Pistons,Providence,1961,2,3,12
Fred Sawyer,Los Angeles Lakers,Louisville,1961,2,4,13
Chris Smith,Syracuse Nationals,Virginia Tech,1961,2,5,14
Ted Luckenbill ,Philadelphia Warriors,Houston,1961,2,6,15
Ron Horn ,St. Louis Hawks,Indiana,1961,2,7,16
Al Butler ,Boston Celtics,Niagara,1961,2,8,17
Jack Turner ,Chicago Packers,Louisville,1961,2,9,18
Jerry Graves,Chicago Packers,Mississippi State,1961,2,10,19
York Larese ,Chicago Packers,North Carolina,1961,2,11,20
Don Kojis ,Chicago Packers,Marquette,1961,2,12,21
Doug Moe,Chicago Packers,North Carolina,1961,2,13,22
Jeff Cohen,Chicago Packers,William & Mary,1961,2,14,23
Tony Jackson,New York Knicks,St. John's (NY),1961,3,1,24
Robert Nordmann ,Cincinnati Royals,Saint Louis,1961,3,2,25
Doug Kistler ,Detroit Pistons,Duke,1961,3,3,26
Frank Burgess,Los Angeles Lakers,Gonzaga,1961,3,4,27
Chuck Osborne ,Syracuse Nationals,Western Kentucky,1961,3,5,28
Jack Egan,Philadelphia Warriors,Saint Joseph's,1961,3,6,29
Tom Chilton,St. Louis Hawks,East Tennessee State,1961,3,7,30
Bill Depp,Boston Celtics,Vanderbilt,1961,3,8,31
Bill Bridges ,Chicago Packers,Kansas,1961,3,9,32
George Blaney ,New York Knicks,Holy Cross,1961,4,1,33
Lowery Kirk,Cincinnati Royals,Memphis,1961,4,2,34
George Finley,Detroit Pistons,Tennessee State,1961,4,3,35
Charles Henke,Los Angeles Lakers,Missouri,1961,4,4,36
Hank Whitney,Syracuse Nationals,Iowa State,1961,4,5,37
John Tidwell,Philadelphia Warriors,Michigan,1961,4,6,38
Gus Guydon,St. Louis Hawks,Drake,1961,4,7,39
Carl Cole,Boston Celtics,Eastern Kentucky,1961,4,8,40
Roger Kaiser,Chicago Packers,Georgia Tech,1961,4,9,41
Bill Smith ,New York Knicks,St. Peter's,1961,5,1,42
Rossie Johnson,Cincinnati Royals,Tennessee State,1961,5,2,43
Danny Doyle ,Detroit Pistons,Belmont Abbey,1961,5,3,44
Bill Lickert,Los Angeles Lakers,Kentucky,1961,5,4,45
Don Jacobson,Syracuse Nationals,South Dakota State,1961,5,5,46
Bruce Spraggins,Philadelphia Warriors,Virginia Union,1961,5,6,47
John Berberich,St. Louis Hawks,California-Los Angeles,1961,5,7,48
Bob DiStefano,Boston Celtics,North Carolina State,1961,5,8,49
Howie Carl ,Chicago Packers,DePaul,1961,5,9,50
Cleveland Buckner ,New York Knicks,Jackson State,1961,6,1,51
Bob Slobodnik,Cincinnati Royals,Duquesne,1961,6,2,52
Lee Patrone,Detroit Pistons,West Virginia,1961,6,3,53
Bill McClintock,Los Angeles Lakers,California,1961,6,4,54
Billy Joe Price,Syracuse Nationals,New Mexico State,1961,6,5,55
Dick Goldberg,Philadelphia Warriors,Southern Mississippi,1961,6,6,56
Bob McDonald,St. Louis Hawks,Maryland,1961,6,7,57
Ned Twyman,Boston Celtics,Duquesne,1961,6,8,58
Dave Voss,Chicago Packers,Tulsa,1961,6,9,59
Donnie Butcher ,New York Knicks,Pikeville,1961,7,1,60
Dave Zeller ,Cincinnati Royals,Miami (FL),1961,7,2,61
Burt Price,Detroit Pistons,Wittenberg,1961,7,3,62
Albert Alamanza,Los Angeles Lakers,Texas,1961,7,4,63
Roger Newman,Syracuse Nationals,Kentucky,1961,7,5,64
Charles McNeil,Philadelphia Warriors,Maryland,1961,7,6,65
Charles Riley,St. Louis Hawks,Winston-Salem State,1961,7,7,66
Mel Klein,Boston Celtics,Northern State,1961,7,8,67
Ron Heller,Chicago Packers,Wichita State,1961,7,9,68
Cedrick Price,New York Knicks,Kansas State,1961,8,1,69
Jerry Thelen,Cincinnati Royals,Thomas More,1961,8,2,70
Walter Ward,Detroit Pistons,Hampton,1961,8,3,71
Bill Ellis,Los Angeles Lakers,California-Los Angeles,1961,8,4,72
Dave Mills,Syracuse Nationals,Seattle,1961,8,5,73
Larry Swift,Philadelphia Warriors,Truman State,1961,8,6,74
Gene Velloff,St. Louis Hawks,Doane,1961,8,7,75
John Wessels,Chicago Packers,Illinois,1961,8,8,76
Charles Bowman,New York Knicks,Wabash,1961,9,1,77
Larry Krueger,Cincinnati Royals,Ohio,1961,9,2,78
Peter Baltic,Detroit Pistons,Penn State,1961,9,3,79
Carl Anderson,Los Angeles Lakers,Oregon State,1961,9,4,80
Rex Tippitt,Syracuse Nationals,Grambling,1961,9,5,81
Herbert Gray,St. Louis Hawks,North Carolina A&T,1961,9,6,82
Steve Strange,Chicago Packers,Southern Methodist,1961,9,7,83
Ron Debillous,New York Knicks,Milwaukee,1961,10,1,84
Jack Waters,Cincinnati Royals,Mississippi,1961,10,2,85
Wayne Monson,Detroit Pistons,Northern Michigan,1961,10,3,86
Robert Williams,Los Angeles Lakers,Allan Hancock College,1961,10,4,87
Pete Chudy,Syracuse Nationals,Syracuse,1961,10,5,88
Leo Hill,Philadelphia Warriors,California-Los Angeles,1961,10,6,89
Tom Faszholz,St. Louis Hawks,Concordia (MO),1961,10,7,90
Larry Comley ,Chicago Packers,Kansas State,1961,10,8,91
Kevin Loughery ,New York Knicks,St. John's (NY),1961,11,1,92
Carl Short,Cincinnati Royals,Newberry,1961,11,2,93
Richard Kraft,Detroit Pistons,SUNY Brockport,1961,11,3,94
Howard Hunt,Los Angeles Lakers,Duke,1961,11,4,95
Dick Sammons,Syracuse Nationals,Le Moyne,1961,11,5,96
Corky Whitrow,Philadelphia Warriors,Georgetown (KY),1961,11,6,97
Dick Kepley,St. Louis Hawks,North Carolina,1961,11,7,98
Earl Shultz,New York Knicks,California,1961,12,1,99
George Patterson ,Cincinnati Royals,Toledo,1961,12,2,100
Jackie Crawford,St. Louis Hawks,Centenary (LA),1961,12,3,101
Ned Jennings,New York Knicks,Kentucky,1961,13,1,102
Clair McRoberts,Cincinnati Royals,Monmouth,1961,13,2,103
Howard Stacy,St. Louis Hawks,Louisville,1961,13,3,104
Bill Engressor,New York Knicks,Louisiana State,1961,14,1,105
Carl Bouldin,Cincinnati Royals,Cincinnati,1961,14,2,106
Vince Kempton,New York Knicks,Saint Joseph's,1961,15,1,107
Oscar Robertson ,Cincinnati Royals,Cincinnati,1960,1,1,1
Jerry West ,Los Angeles Lakers,West Virginia,1960,1,2,2
Darrall Imhoff ,New York Knicks,California,1960,1,3,3
Jackie Moreland ,Detroit Pistons,Louisiana Tech,1960,1,4,4
Lee Shaffer ,Syracuse Nationals,North Carolina,1960,1,5,5
Lenny Wilkens ,St. Louis Hawks,Providence,1960,1,6,6
Al Bunge,Philadelphia Warriors,Maryland,1960,1,7,7
Thomas Sanders ,Boston Celtics,New York University,1960,1,8,8
Jay Arnette ,Cincinnati Royals,Texas,1960,2,1,9
Dave Budd ,New York Knicks,Wake Forest,1960,2,2,10
Kelly Coleman,New York Knicks,Kentucky Wesleyan,1960,2,3,11
Ron Johnson ,Detroit Pistons,Minnesota,1960,2,4,12
Wilbur Trosch,Syracuse Nationals,Saint Francis (PA),1960,2,5,13
Frank Radovich ,St. Louis Hawks,Indiana,1960,2,6,14
William Kennedy ,Philadelphia Warriors,Temple,1960,2,7,15
Leroy Wright,Boston Celtics,Pacific,1960,2,8,16
Ralph Davis ,Cincinnati Royals,Cincinnati,1960,3,1,17
Jim Hagan,Los Angeles Lakers,Tennessee Tech,1960,3,2,18
Bob McNeill ,New York Knicks,Saint Joseph's,1960,3,3,19
Frank Case,Detroit Pistons,Dayton,1960,3,4,20
Joe Roberts ,Syracuse Nationals,Ohio State,1960,3,5,21
Fred LaCour ,St. Louis Hawks,San Francisco,1960,3,6,22
Bob Mealy,Philadelphia Warriors,Manhattan,1960,3,7,23
Mike Graney,Boston Celtics,Notre Dame,1960,3,8,24
Dalen Showalter,Cincinnati Royals,Tennessee,1960,4,1,25
Wally Frank,Los Angeles Lakers,Kansas State,1960,4,2,26
Ben Warley ,Los Angeles Lakers,Tennessee State,1960,4,3,27
Ken Remley,Detroit Pistons,West Virginia Wesleyan,1960,4,4,28
Carl Cole,Syracuse Nationals,Eastern Kentucky,1960,4,5,29
Horace Walker ,St. Louis Hawks,Michigan State,1960,4,6,30
Charley Sharp,Philadelphia Warriors,Texas State,1960,4,7,31
Sid Cohen,Boston Celtics,Kentucky,1960,4,8,32
Don Ogorek,Cincinnati Royals,Seattle,1960,5,1,33
George Farley,Los Angeles Lakers,Cornell,1960,5,2,34
Charles McNeil,New York Knicks,Maryland,1960,5,3,35
Willie Jones ,Detroit Pistons,Northwestern,1960,5,4,36
Jim Mudd,Syracuse Nationals,North Texas,1960,5,5,37
Jimmy Darrow ,St. Louis Hawks,Bowling Green,1960,5,6,38
Alvin Attles ,Philadelphia Warriors,North Carolina A&T,1960,5,7,39
Wayne Lawrence,Boston Celtics,Texas A&M,1960,5,8,40
Bobby Joe Mason,Cincinnati Royals,Bradley,1960,6,1,41
Bobby Goodall,Los Angeles Lakers,Tulsa,1960,6,2,42
David Denton,New York Knicks,Georgia Tech,1960,6,3,43
Bill Lowry,Detroit Pistons,Christian Brothers,1960,6,4,44
Herschell Turner,Syracuse Nationals,Nebraska,1960,6,5,45
York Larese ,St. Louis Hawks,North Carolina,1960,6,6,46
Jim Brangan,Philadelphia Warriors,Princeton,1960,6,7,47
Roger Newman,Boston Celtics,Kentucky,1960,6,8,48
Fred Sobrero,Cincinnati Royals,Santa Clara,1960,7,1,49
Howie Jolliff ,Los Angeles Lakers,Ohio,1960,7,2,50
Dick Doughty,New York Knicks,California,1960,7,3,51
Doug Moe,Detroit Pistons,North Carolina,1960,7,4,52
Bernie Kauffman,Syracuse Nationals,Kentucky,1960,7,5,53
Bob Sims ,St. Louis Hawks,Pepperdine,1960,7,6,54
Bob Clarke,Philadelphia Warriors,Saint Joseph's,1960,7,7,55
Sam Stith ,Cincinnati Royals,St. Bonaventure,1960,8,1,56
John Werhas,Los Angeles Lakers,Southern California,1960,8,2,57
George Price,New York Knicks,Memphis,1960,8,3,58
Mike Yugovich,Detroit Pistons,Youngstown State,1960,8,4,59
